RXRB	activation	CPT1C
RXRB	activation	CPT1A
RXRB	activation	CPT2
RXRB	activation	ACADM
RXRB	activation	FABP3
RXRB	activation	ILK
RXRB	activation	PDPK1
RXRB	activation	UBC
RXRB	activation	CYP27A1
RXRB	activation	PLIN2
RXRB	activation	SORBS1
RXRB	activation	PCK2
RXRB	activation	GK
PPARD	activation	FABP3
PPARD	activation	CPT1C
PPARD	activation	CPT1A
PPARD	activation	LPL
PPARD	activation	ACOX1
PPARD	activation	ACOX2
PPARD	activation	ACOX3
PPARD	activation	ILK
PPARD	activation	PDPK1
PPARD	activation	UBC
PPARG	activation	SCD
PPARG	activation	SCD5
PPARG	activation	NR1H3
PPARG	activation	CYP27A1
PPARG	activation	SLC27A4
PPARG	activation	SLC27A1
PPARG	activation	LPL
PPARG	activation	ACSL1
PPARG	activation	ACSL3
PPARG	activation	ACSL4
PPARG	activation	ACSL5
PPARG	activation	ACSBG2
PPARG	activation	CPT1C
PPARG	activation	CPT1A
PPARG	activation	PLIN2
PPARG	activation	SORBS1
PPARG	activation	PCK2
PPARG	activation	GK
RAD50	effect	MRE11
FANCM	activation	FAAP24
FANCM	activation	FANCD2
FANCA	activation	FANCI
FANCA	activation	FANCD2
FANCB	effect	FANCI
FANCC	effect	FANCI
FANCC	effect	FANCD2
FANCD2	effect	BRCA2
FANCD2	effect	FAN1
FANCE	effect	FANCI
FANCE	effect	FANCD2
FANCF	effect	FANCI
FANCF	effect	FANCD2
FANCG	effect	FANCI
FANCG	effect	FANCD2
FANCL	effect	FANCI
FANCL	effect	FANCD2
PALB2	effect	RAD51C
FAAP100	effect	FANCI
FAAP100	effect	FANCD2
BLM	effect	FANCM
BLM	effect	RPA1
BLM	effect	RPA2
BLM	effect	RPA3
RMI1	effect	FANCM
RMI1	effect	RPA1
RMI1	effect	RPA2
RMI1	effect	RPA3
RMI2	effect	FANCM
RMI2	effect	RPA1
RMI2	effect	RPA2
RMI2	effect	RPA3
TOP3A	effect	FANCM
TOP3A	effect	RPA1
TOP3A	effect	RPA2
TOP3A	effect	RPA3
TOP3B	effect	FANCM
TOP3B	effect	RPA1
TOP3B	activation	RPA2
TOP3B	activation	RPA3
ATRIP	inhibition	FANCM
ATRIP	inhibition	FANCA
FAAP24	activation	TELO2
HES1	activation	FANCI
HES1	activation	FANCD2
RASGRF2	activation	RRAS2
RASGRF2	activation	MRAS
RASGRF2	activation	HRAS
RASGRF2	activation	KRAS
RASGRF2	activation	NRAS
RASGRF2	activation	RRAS
DUSP10	activation	MAPK1
DUSP10	activation	MAPK3
DUSP10	activation	MAPK8
DUSP10	activation	MAPK9
DUSP10	activation	MAPK10
DUSP10	activation	MAPK14
DUSP10	activation	MAPK11
DUSP10	activation	MAPK12
DUSP1	activation	MAPK1
DUSP1	activation	MAPK3
DUSP4	activation	MAPK1
DUSP4	activation	MAPK3
DUSP4	activation	MAPK8
DUSP4	activation	MAPK9
DUSP4	activation	MAPK10
DUSP4	activation	MAPK14
DUSP4	activation	MAPK11
DUSP4	activation	MAPK12
DUSP5	activation	MAPK1
DUSP5	activation	MAPK3
DUSP5	activation	MAPK8
DUSP5	activation	MAPK9
DUSP5	activation	MAPK10
DUSP5	activation	MAPK14
DUSP5	activation	MAPK11
DUSP5	activation	MAPK12
DUSP7	activation	MAPK1
DUSP7	activation	MAPK3
DUSP7	activation	MAPK8
DUSP7	activation	MAPK9
DUSP7	activation	MAPK10
DUSP7	activation	MAPK14
DUSP7	activation	MAPK11
MAP4K4	effect	MAP3K1
CHUK	effect	NFKB1
CHUK	effect	NFKB2
CHUK	effect	RELA
CHUK	effect	RELB
IKBKB	effect	NFKB1
IKBKB	effect	NFKB2
IKBKB	effect	RELA
IKBKB	effect	RELB
IKBKG	effect	NFKB1
IKBKG	effect	NFKB2
IKBKG	effect	RELA
IKBKG	effect	RELB
MAP3K14	effect	NFKB1
MAP3K14	effect	NFKB2
MAP3K14	effect	RELA
MAP3K14	effect	RELB
MAP3K14	effect	CHUK
MAP3K14	activation	IKBKB
MAP3K14	activation	IKBKG
MAPK1	activation	LAMTOR3
MAPK1	activation	MAPT
MAPK1	activation	STMN1
MAPK1	activation	PLA2G4A
MAPK1	activation	PLA2G4C
MAPK1	activation	MKNK2
MAPK1	activation	MKNK1
MAPK1	activation	RPS6KA6
MAPK1	activation	RPS6KA1
MAPK1	activation	RPS6KA2
MAPK1	activation	RPS6KA3
MAPK1	activation	ELK1
MAPK1	activation	ELK4
MAPK1	activation	MYC
MAPK1	activation	MAX
MAPK3	activation	LAMTOR3
MAPK3	activation	MAPT
MAPK3	effect	STMN1
MAPK3	effect	PLA2G4A
MAPK3	effect	PLA2G4C
MAPK3	effect	MKNK2
MAPK3	effect	MKNK1
MAPK3	effect	RPS6KA6
MAPK3	effect	RPS6KA1
MAPK3	effect	RPS6KA2
MAPK3	effect	RPS6KA3
MAPK3	effect	ELK1
MAPK3	effect	ELK4
MAPK3	effect	MYC
MAPK3	effect	MAX
LAMTOR3	effect	MAP2K1
LAMTOR3	effect	MAP2K2
MAP2K2	effect	MAPK1
MAP2K2	effect	MAPK3
MAP2K1	effect	MAPK1
MAP2K1	effect	MAPK3
RAF1	effect	MAP2K1
RAF1	effect	MAP2K2
BRAF	effect	MAP2K1
BRAF	effect	MAP2K2
RASA1	effect	RRAS2
RASA1	effect	MRAS
RASA1	effect	HRAS
RASA1	effect	KRAS
RASA1	effect	NRAS
RASA1	effect	RRAS
NF1	effect	RRAS2
NF1	effect	MRAS
NF1	effect	HRAS
NF1	effect	RRAS
PRKCA	effect	RRAS2
PRKCA	effect	MRAS
PRKCA	effect	HRAS
PRKCA	effect	KRAS
PRKCA	effect	NRAS
PRKCA	effect	RRAS
PRKCA	effect	RAF1
PRKCB	effect	RRAS2
PRKCB	activation	MRAS
PRKCB	activation	HRAS
PRKCB	activation	KRAS
PRKCB	activation	NRAS
PRKCB	activation	RRAS
PRKCG	activation	RRAS2
PRKCG	activation	MRAS
PRKCG	activation	HRAS
PRKCG	activation	KRAS
PRKCG	activation	NRAS
PRKCG	activation	RRAS
RAP1A	activation	BRAF
RAP1B	activation	BRAF
PRKACA	activation	RAP1A
PRKACA	activation	RAP1B
PRKACB	activation	RAP1A
PRKACB	activation	RAP1B
RAPGEF2	effect	RRAS2
RAPGEF2	effect	MRAS
