,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
Unknown,0.0062604817,-0.030748883,-0.019793691,0.040186413,0.032301493,0.06731692,0.008996508,0.027964817,-0.014929167,0.077412635,0.04653394,-0.009734524,-0.01477069,-0.0022163468,-0.008355323,0.0020088057,-0.029739318,0.013894799,-0.020024907,0.041184574,0.02679842,-0.033282407,-0.021772632,-0.001997969,-0.017809782,0.09163037,-0.005827702,0.03181393,0.044809565,0.053827338,0.036334146,-0.0011227796,0.051952846,-0.013554413,0.038218737,-0.03514853,-0.0077660345,0.112953775,0.019088076,0.11195767,-0.020986687,-0.015391716,0.080227055,0.075400695,-0.024996461,0.051592126,0.034872834,-0.0067897993,-0.010707602,0.034891497,0.0455205,0.007704604,-0.03988921,0.049189597,-0.052359704,0.038374867,0.031157084,0.026933167,0.020605119,0.029587457,-0.022997066,-0.020300183,0.03802647,0.09354395,0.029244065,0.00090896233,-0.000395506,0.05010346,-0.029838182,0.027658675,-0.0132853,-0.018893912,-0.028478293,0.058323897,0.012482425,-0.03530015,-0.013266395,-0.0062932563,-0.05237516,-0.02770561,-0.003423475,0.06641659,0.05886779,0.03198725,0.044871446,0.005625235,0.037189018,0.04199771,0.0038482149,0.03190015,0.041791473,0.018375985,0.055269156,0.05703437,0.05202517,-0.07087007,0.06041425,0.0048416904,0.044810947,0.054346364,-0.0235233,-0.03606404,0.04027135,0.036199283,0.019480098,0.030263107,-0.04849215,-0.01816043,-0.052905764,0.01502168,-0.023185419,0.03878502,0.021383831,0.050032016,0.029575974,0.02710236,0.0046716486,-0.021188594,0.06040403,-0.026872246,0.060353078,0.07759275,0.0850295,0.0372115,-0.01863899,0.033287488,-0.00502143,0.040900767,0.027085729,0.02972826,-0.038806703,0.023053898,-0.059304874,-0.0007282628,-0.070541024,0.053622555,-0.043987367,-0.06491911,0.107825495,-0.021559503,0.004446782,0.03645371,-0.03642464,0.040907405,-0.009456536,0.021917472,-0.04186501,0.030473,-0.0042019514,0.020760788,-0.045197636,-0.056868177,0.047442425,-0.04907598,0.07392992,0.025677433,0.036276072,0.03403631,0.0032988265,0.009126333,0.005951758,0.019091837,0.020203926,-0.034828547,0.011557812,0.07932443,-0.024749035,-0.028919026,0.053436108,-0.043915093,-0.040946193,-0.026739256,-0.0057228887,-0.009975886,-0.052868664,0.018400261,-0.073940545,0.059799924,0.05945128,-0.043842487,-0.007635242,-0.0453669,-0.041350543,-0.0033416704,0.06053465,-0.004639269,-0.006015213,-0.012855971,0.042981066,0.041257326,-0.001243272,-0.08831625,-0.013753194,0.03518924,-0.040885832,-0.038072113,-0.07121029,-0.035636332,0.027918635,0.0124068465,0.039833926,0.027001498,0.020001454,0.050699078,-0.03221837,0.02092093,-0.01194217,0.050183173,-0.06374431,0.015898557,0.047274742,0.111119665,0.038417064,-0.0527732,-0.0019147197,-0.04442525,0.015240714,0.028701782,-0.06431952,0.066924274,0.059034765,0.0520345,0.060827564,0.0072407527,0.012919493,0.009505977,-0.066233,-0.008792257,0.045418598,-0.07279364,0.044314783,0.043413945,0.039781533,-0.048878614,-0.0018745431,-0.012863185,0.008226789,0.01485405,-0.024371658,-0.018552022,0.053725857,-0.004271511,0.03775476,-0.018154398,-0.0025183128,0.008161455,0.028859971,0.041736804,-0.077851735,-0.03837268,0.00011407781,0.033800203,0.06885132,0.02001509,0.060609754,-0.022509811
activation,0.13087001,0.05043166,0.054698303,0.005265822,0.0077439495,0.12909393,0.14075488,0.3340698,-0.0119250305,0.04683396,0.18010354,-0.010469935,0.030332927,-0.016179904,0.016706027,0.04802175,0.07594063,0.007012721,0.032719847,0.021132035,-0.023539359,0.023614343,0.06294137,0.049593274,-0.00010830689,0.10176831,0.02860989,0.04095749,0.16833633,-8.105678e-05,-0.010412741,0.034826003,-0.004760484,-0.043529935,-0.05014135,-0.013163572,0.019863047,0.122200884,0.01784371,0.19674493,0.02253465,-0.021948522,0.26325467,0.03588296,0.023784684,0.087908536,0.021186048,0.03394077,0.06907405,0.030179266,-0.044734165,0.11272613,0.1562876,0.0046379347,0.005859006,0.025791815,0.048835553,-0.014444454,0.09183605,-0.02158971,0.07982447,0.10650786,0.064162455,0.08891336,-0.077041,0.02718736,0.028608145,0.0020615016,-0.00042198374,0.0020694272,0.014131805,0.06608459,0.04137283,0.022311993,0.036267873,-0.014732274,0.030772546,0.010541043,-0.05654487,0.008675152,-0.0015198032,0.118728496,0.10616227,0.09257701,0.093493365,0.085775025,0.00010738871,-0.013156581,-0.025633555,0.055640817,0.0084155975,0.058172528,-0.0049267123,0.08931653,0.0029552174,-0.13416411,-0.025512269,-0.03596299,0.0660308,0.0207749,0.086435765,0.017938463,0.108555906,-0.022669796,-0.027070355,0.033386886,-0.013277921,-0.030537445,-0.046561427,-0.004057159,-0.020672582,-0.03498011,-0.035071477,-0.032572318,-0.022586985,0.12150639,0.061470743,0.00059313374,0.07662561,0.055274084,0.06874878,0.07530906,0.19190471,0.046740294,0.097278155,0.0063980054,0.1142169,0.23078574,0.0054367622,-0.025552524,-0.010913688,-0.012563889,0.028204497,-0.049088232,0.009429081,0.006254115,-0.0223516,0.047946285,0.073945016,-0.009599353,0.019087672,0.037595537,-0.0364236,0.08137826,0.0048767347,0.027625311,0.014565873,-0.0018682133,0.034443073,0.037307885,0.079726174,0.048516694,0.046101503,-0.03351936,-0.062382806,-0.040358588,-0.033957656,-0.06356432,-0.0058143367,-0.02876662,0.016752524,0.03042027,0.018619228,-0.023233617,0.018416334,-0.026346844,0.082451105,-0.06790323,-0.011027763,-0.016214564,-0.046790753,0.034200154,0.000107848784,-0.02954711,0.013298657,0.01560151,0.041102163,0.0264386,0.04565681,-0.0503095,-0.010194817,0.06186806,-0.048919357,0.051674858,0.066963464,0.0285122,-0.076629475,-0.016228205,0.025706861,-0.00058597245,-0.014019892,-0.039857663,-0.047840837,0.0020939067,0.013113293,0.017964236,0.04852797,0.059658885,-0.027644692,-0.055413704,-0.012133928,0.037071157,0.041824784,-0.030865302,-0.017807378,-0.04771963,-0.024585476,0.0378843,0.024052357,0.00880949,-0.076927856,-0.07404114,-0.03908403,-0.05328043,0.022353055,0.03808025,0.004741943,0.01699393,-0.0725823,-0.013637549,0.0014119284,-0.029093714,-0.033328187,0.026274893,0.014371876,-0.02198048,-0.03322794,0.08225336,0.05810618,0.029925631,-0.019087786,-0.020611871,0.026443832,0.051174898,-0.016997067,0.0132235745,-0.055097047,0.016058216,0.027439035,-0.049678385,0.03929369,-0.03268271,-0.037785213,0.015395305,-0.061392773,0.008428455,-0.03996846,0.015052826,-0.1252234,-0.024136782,-0.03172007,0.010350446,0.06449539,0.049583126,0.044094425,0.028116029
effect,0.1256815,-0.002535117,0.027257193,0.010814079,0.051629867,0.11168116,0.09379299,0.23234667,0.052490428,-0.0033195992,0.14848424,-0.03505726,0.0516716,-0.018897174,0.02359712,0.11798504,-0.010148411,0.021829383,-0.06074994,0.041478492,-0.00088136684,0.007999117,0.06976658,0.008083478,-0.046383265,0.093347155,0.06914187,-0.0034431438,0.21423587,0.07809311,0.052524894,0.1411745,0.035255987,-0.15334678,-0.06227842,-0.05031518,-0.03724706,0.16036516,0.05875996,0.23191263,0.06796617,-0.112128824,0.24300914,0.0380716,0.09117229,0.05132083,0.07305419,0.088105366,0.0070037297,0.03811179,0.022062758,0.060687378,0.16654612,-0.011236844,0.035639033,0.026619582,0.021742182,0.024405826,0.046993688,0.0069008055,0.00021322905,0.031527888,0.0023161883,0.10326822,-0.10895369,-0.02125735,-0.02122795,0.073113106,0.06164341,-0.022247713,-0.054756135,0.115403645,0.041023035,-0.020361817,0.010234758,0.069181114,0.06874734,-0.0046389485,0.014464816,0.025674956,0.021953547,0.030330567,0.044456784,0.07041931,0.09669347,0.047302585,0.040854108,-0.028030878,-0.031882208,-0.016311076,0.030116724,0.026660698,0.057879,0.082090594,0.078575805,-0.042279605,0.055369526,0.00044701606,0.028209465,0.021042783,0.024315545,0.01992673,0.1231075,0.05209752,0.0057547996,-0.022769941,-0.013260648,0.015453909,0.014872479,0.01927557,0.005752345,0.029951489,-0.0320617,0.0018505615,0.018746033,0.13530236,0.038657777,-0.06876787,0.023435356,-0.03364572,-0.031969078,0.08662479,0.11429316,0.0637909,0.061747037,0.01913365,0.044169903,0.12627001,0.03321561,-0.0400226,0.027233351,-0.02725616,-0.07823891,0.0265241,-0.056491163,-0.018825633,-0.031207522,0.06759737,0.015012949,-0.038760338,-0.018788144,0.060641143,0.029123103,0.04237372,-0.013656554,0.0056658923,0.059150055,0.04323837,0.032239612,0.039418135,-0.005374632,-0.011213227,0.039516967,-0.035375938,-0.041118924,-0.055575326,-0.027485691,-0.06585466,0.06610837,-0.029930536,0.00052664103,0.08329292,0.025615184,-0.045473613,0.0023258696,-0.028741151,0.09661563,-0.03184254,-0.034923114,0.032050047,-0.04525884,0.002398638,0.050733395,0.03555432,0.03478948,0.036402028,-0.050301455,-0.040984284,0.040070646,-0.021881199,-0.033893052,0.030301597,-0.055387028,-0.008593448,0.06382727,0.011677547,0.014277562,0.0031846035,-0.02462238,0.013588675,-0.02996143,-0.10459156,-0.00686726,-0.009331359,-0.038569458,0.07441627,-0.062291946,-0.046210457,-0.053035922,-0.053575043,0.03516234,-0.024566323,-0.07123676,0.014645213,-0.03135231,0.015057097,0.046232734,0.032117706,0.0022121363,-0.08550088,-0.0462273,-0.03664429,-0.0055428874,0.020099727,-0.039197374,-0.057947338,-0.057617802,0.044353668,0.0017493177,-0.009033903,0.044381205,0.09735908,0.035325214,-0.019101502,-0.038286194,-0.060810417,-0.07783801,0.054372657,0.046251606,0.029873408,0.055630777,0.009650929,0.0053189397,0.017629191,-0.0064921123,-0.0028582627,-0.05129472,0.005974465,-0.03609347,0.010065546,-0.02507394,0.058664616,0.050341643,-0.054715145,0.026719378,-0.028779829,-0.05823322,-0.03238672,-0.106379405,0.024102606,-0.1002836,0.030974505,0.0120050125,0.029037597,0.07259111,0.037241213
inhibition,0.110297956,0.066392094,0.026270272,0.04387782,0.09319013,0.13049962,0.09324573,0.25811404,-0.020521868,0.039772134,0.069794826,-0.011369468,0.102826126,-0.02568401,0.0056502772,0.06065444,0.08496609,0.010019961,-0.07112225,-0.009802212,-0.002289569,0.004784401,0.09683641,0.05102352,0.047508582,0.019564325,-0.01932136,0.0057810587,0.20745084,0.10968617,0.061720356,0.083401665,0.042778984,-0.073059104,-0.036192745,-0.0509451,-0.05468696,0.17875826,0.06607209,0.24488342,0.08288608,0.0040879366,0.12552795,0.021211585,-0.024915772,0.033243358,0.070735484,0.08571183,0.038871314,0.026122212,0.043865502,0.10164644,0.10606225,0.06340552,-0.0010398861,0.046196178,0.025732996,-0.03390741,0.049378328,0.05873797,-0.009630834,0.030257773,0.08202917,0.040090047,-0.046832565,0.009553138,-0.026498968,0.016776048,-0.008104636,0.030777518,-0.0713286,0.09716496,-0.019155597,-0.007597959,0.011014006,0.0059832595,0.07004514,0.007771239,-0.009628771,-0.024932085,0.06629623,-0.00019547011,0.095760435,0.09234692,0.093759246,0.12006953,0.029019805,0.0073431674,-0.08654954,0.039557215,-0.026091656,0.10922038,0.037285775,0.12385705,0.012628249,-0.04690051,0.0058187097,0.0475143,0.064147204,0.013503527,0.027921572,0.024757193,0.07394424,0.020516722,-0.018333668,-0.034936603,-0.0008424983,0.01721426,-0.023985583,0.010689821,0.05018491,-0.005396274,0.0023627998,-0.06372086,-0.029677313,0.071949534,0.008714196,-0.015177619,-0.0048948303,0.05665392,-0.028002255,0.07858793,0.14154266,0.061162237,-0.007034021,-0.033484355,0.116467245,0.19267192,-0.021115946,-0.0152821615,-0.021572819,-0.03458605,0.04162105,0.0027161695,-0.061233096,0.058911763,-0.016918626,-0.0008200889,-0.08528698,-0.02272401,0.010795478,-0.0050458354,-0.042875823,-0.0040820646,0.0414298,0.054027382,-0.005360207,0.05424872,-0.033796314,0.07077522,0.0154241985,0.016138626,-0.014404959,0.009290924,-0.063498735,-0.071681425,0.04991311,-0.06366721,0.017420629,-0.014513347,0.010732136,0.046958257,0.042989694,-0.009100236,-0.036541622,-0.031778812,0.1087639,0.007287001,0.0046996837,-0.036749367,-0.031164138,0.061921198,0.019738209,-0.050420113,-0.0018629845,-0.0034389454,0.005529887,-0.05459687,-0.07186983,0.057742175,-0.067186005,-0.023718191,0.03276231,-0.007840459,0.06083978,-0.0020735294,-0.0367751,0.00030080386,-0.03319769,-0.0152269555,0.01052045,-0.062858984,-0.08198461,0.013832689,-0.023729362,-0.008346401,0.030162351,-0.030375676,-0.04009174,0.0042343736,-0.023394298,0.04315668,0.06421442,0.066879004,0.027527018,0.035099395,0.017504346,-0.050284203,-0.07497539,-0.049247004,-0.011210688,-0.012962285,-0.022543104,-0.034451388,0.02189148,0.028820686,0.0876386,-0.01972812,0.012205523,-0.03356584,0.022082131,0.02211271,-0.019976107,0.047478627,0.0052649025,-0.007915284,-0.02344846,0.013646509,0.054699995,0.019057358,-0.071158946,0.049228583,0.031164128,-0.041563794,-0.014535203,0.049270935,-0.05676475,-0.0021546583,0.037193503,0.041719068,0.043479744,0.030243883,0.026893944,0.057226755,-0.012019054,0.07119009,-0.054659702,-0.012058095,-0.09493489,-0.05513981,-0.046384472,-0.045574006,0.036634915,0.0038699743,0.019508598,0.037131127
repression,0.019401386,-0.019509535,-0.03252902,-0.014905187,-0.030402867,0.008089253,0.05400135,0.090666555,0.03825071,0.093291834,0.08125876,0.019093536,-0.020386536,0.018084016,0.009753838,0.047699627,-0.019862134,-0.040549263,0.025514336,0.060087785,0.0028086558,0.0027792393,0.0334475,0.051242184,-0.027808918,0.08332135,0.03944526,0.049835816,-0.02499364,-0.029086009,0.0032214152,0.06841275,0.0011957398,-0.037208434,0.011345978,0.0363034,0.073219895,0.050347626,0.0369937,0.024526095,-0.012727229,0.02440483,0.05719248,-0.02766218,0.01804467,0.002695662,0.006009305,0.0855767,0.010712357,0.06358999,0.060375486,0.018672684,0.0057733012,0.054147486,-0.03482896,0.0017705716,0.01242085,-0.025028372,0.076802716,-0.024125125,0.0033906186,0.010904551,0.041129615,0.07875498,-0.04551998,0.039394937,-0.032830387,0.060221788,0.036841135,0.030472519,-0.038844798,0.07685593,0.012954061,0.05233027,0.031967938,0.02409303,-0.011108518,-0.030439766,0.09056615,0.059681553,-0.045352,0.029856754,0.030299695,0.050580673,0.0018016893,0.045821402,0.021252347,-0.008948103,0.04492943,0.009165968,0.063459665,-0.043691475,0.053272936,-0.0038126397,0.017801896,0.026361512,-0.0048144856,-0.02732957,0.065634124,0.07400856,0.06930532,-0.028933382,0.0013403671,0.008748859,0.008751332,0.03949988,-0.05386477,-0.004996773,-0.0023807695,0.072476804,-0.024829403,0.019536352,0.019482438,0.054004792,0.026520438,0.0977499,-0.04108442,-0.01039528,-0.0035633927,0.01833088,0.06585195,-0.011756922,0.14373443,-0.0103216395,0.020746388,0.059079193,0.0852652,-0.01359115,0.041325476,0.0050437595,0.025847666,-0.01323286,-0.01191215,0.076801576,-0.027385272,-0.053762864,-0.023167541,-0.007072032,0.08938066,-0.016408643,-0.016738707,-0.014674978,-0.036730237,0.01656847,0.0014026555,-0.026010713,-0.023854414,0.07879502,-0.041811436,-0.020150356,-0.067742504,-0.08553902,0.019771105,-0.063117474,0.032845795,-0.037143003,-0.06230184,-0.005433554,0.007453252,0.061903972,0.002636801,0.054973222,-0.030554239,-0.019542243,0.007938625,-0.013810344,-0.038580235,-0.05411912,0.03111884,0.017460123,-0.07002462,0.024305709,-0.048414998,-0.027624069,0.03396839,-0.0026112332,-0.032856345,0.01903104,-0.06155826,-0.03912865,0.044006523,-0.0048155678,-0.0014861356,-0.038773865,0.024399258,-0.027890371,-0.0054241875,-0.067671016,0.0003299221,0.07305887,0.028356124,-0.00924288,-0.03471804,0.027008697,-0.061435584,0.064302795,-0.031128965,0.044444706,-0.013793896,-0.058382034,0.06017667,0.03957,0.022055827,0.016656132,-0.049707375,-0.05483295,-0.018659603,0.041806597,-0.0034018604,-0.049233984,0.019993754,0.018192595,0.015820809,-0.082914494,0.074642405,0.051039927,0.0034638636,0.02597495,-0.021228474,0.03590484,-0.0030121638,0.025183469,-0.055283748,0.055595055,-0.037755005,0.033104748,0.017147016,-0.0078110597,-0.009048795,-0.08083478,0.02504693,0.0037108008,0.021511877,0.014966775,0.056608018,-9.052016e-05,-0.004207113,0.017036676,-0.045013946,0.014642406,0.038495768,0.052470483,0.019120848,-0.009184632,0.048750482,0.0005867696,-0.022277277,-0.07946465,-0.052430797,0.014522173,-0.06549974,0.004461339,0.035742503,0.017190317,0.086269125,0.026075736
