cell_type,rank,Gene1,Gene2,EdgeWeight
ge_npc,69997,KMT2A,AP005059.2,-0.1915745295790479
ge_npc,69998,BCL11A,ANGPTL4,-0.19159390622947076
ge_npc,69999,KMT2A,TTC6,-0.19160182566654588
ge_npc,70000,KDM5B,IGIP,-0.19178742672712323
ge_npc,70001,ASH1L,PHYH,-0.19191921572659887
ge_npc,70002,KDM5B,WWC3-AS1,-0.1920341447813544
ge_npc,70003,BCL11A,PABPC5,-0.1922576229993746
ge_npc,70004,KDM5B,AP005329.2,-0.19237820722610924
ge_npc,70005,KMT2A,CA1,-0.19247586655169913
ge_npc,70006,KDM5B,AC005009.2,-0.1926272756617175
ge_npc,70007,KDM5B,FALEC,-0.1926710997139113
ge_npc,70008,ASH1L,AL589765.4,-0.19307587684906735
ge_npc,70009,MYT1L,ANKRD37,-0.19324903600108378
ge_npc,70010,MYT1L,BTBD6,-0.19328368968869167
ge_npc,70011,BCL11A,SPRN,-0.1935962279383387
ge_npc,70012,ASH1L,RAD9B,-0.19365702405986768
ge_npc,70013,MYT1L,DISP1,-0.19379168473291086
ge_npc,70014,BCL11A,PDZD7,-0.19380311953140328
ge_npc,70015,BCL11A,IQCM,-0.1938290044727142
ge_npc,70016,KMT2A,AC004982.2,-0.1938324137552022
ge_npc,70017,KDM5B,DUSP28,-0.19397709249705783
ge_npc,70018,KDM5B,COQ10A,-0.19404896652532239
ge_npc,70019,KDM5B,SLC12A9-AS1,-0.19406103465810387
ge_npc,70020,MYT1L,WDR36,-0.19409983282897608
ge_npc,70021,BCL11A,CHN1,-0.19414271192049407
ge_npc,70022,KDM5B,WDR74,-0.194277168510919
ge_npc,70023,BCL11A,AC105053.1,-0.19439246988084524
ge_npc,70024,KMT2A,AL021393.1,-0.1944144020806446
ge_npc,70025,MYT1L,BRI3BP,-0.19443053989333978
ge_npc,70026,ASH1L,AC022540.1,-0.1944411078682713
ge_npc,70027,KDM5B,TOE1,-0.19445477019969554
ge_npc,70028,KMT2A,AC005355.1,-0.1944949114844099
ge_npc,70029,BCL11A,ATP2A1,-0.19451290348182862
ge_npc,70030,KMT2A,AC084859.1,-0.19457672961590447
ge_npc,70031,BCL11A,AC005070.3,-0.19465598367394416
ge_npc,70032,BCL11A,C22ORF39,-0.19468003655132515
ge_npc,70033,KDM5B,COL19A1,-0.19484843436903002
ge_npc,70034,BCL11A,PPP1R32,-0.19493230907192763
ge_npc,70035,BCL11A,AC091132.5,-0.19532665872154442
ge_npc,70036,KMT2A,P4HA2-AS1,-0.19569113813193467
ge_npc,70037,BCL11A,PNPLA4,-0.1956978534516568
ge_npc,70038,BCL11A,VPS18,-0.19570376507545384
ge_npc,70039,BCL11A,SDR39U1,-0.19580485122403293
ge_npc,70040,BCL11A,AC010809.1,-0.19580674400312045
ge_npc,70041,ASH1L,PPP1R3E,-0.1958308318965549
ge_npc,70042,KDM5B,TELO2,-0.19588473191298753
ge_npc,70043,MYT1L,RPL22L1,-0.19596153179375098
ge_npc,70044,MYT1L,KDELR3,-0.19600425903814214
ge_npc,70045,KDM5B,GCC2-AS1,-0.19602028686792333
ge_npc,70046,MYT1L,LINC01547,-0.1960255127933655
ge_npc,70047,KDM5B,AF038458.3,-0.19607261713918372
ge_npc,70048,ASH1L,AC107068.2,-0.19610194018207353
ge_npc,70049,MYT1L,SLC7A3,-0.19619465161382493
ge_npc,70050,KMT2A,AMIGO1,-0.1965383661583628
ge_npc,70051,KMT2A,AL121658.1,-0.19660003932661752
ge_npc,70052,ASH1L,MPP4,-0.19665054718614894
ge_npc,70053,BCL11A,SAXO2,-0.196914007528573
ge_npc,70054,KDM5B,CHST10,-0.19697985531164497
ge_npc,70055,ASH1L,AL513327.2,-0.19701079674584238
ge_npc,70056,BCL11A,RSAD2,-0.19704172127735964
ge_npc,70057,ASH1L,SYT2,-0.19723470813571586
ge_npc,70058,KDM5B,ERAP2,-0.1972494904673384
ge_npc,70059,MYT1L,TIGD3,-0.19728885769136653
ge_npc,70060,ASH1L,AP003390.2,-0.1972969442787655
ge_npc,70061,ASH1L,SOX13,-0.19744365783611517
ge_npc,70062,ASH1L,WWC3-AS1,-0.19748842400473043
ge_npc,70063,MYT1L,DCAF17,-0.19754737368918343
ge_npc,70064,BCL11A,HHIPL1,-0.19755181648871104
ge_npc,70065,ASH1L,AL031963.3,-0.19759248501917698
ge_npc,70066,KDM5B,AL117348.2,-0.19780237400801015
ge_npc,70067,KDM5B,ZNF57,-0.19782473322521654
ge_npc,70068,ASH1L,AC114781.2,-0.19788332901736494
ge_npc,70069,KDM5B,HCG18,-0.19789835005434014
ge_npc,70070,KMT2A,DTX4,-0.19798993507755733
ge_npc,70071,ASH1L,AC034206.1,-0.19805522484737056
ge_npc,70072,KDM5B,UNC13C,-0.19813324419157544
ge_npc,70073,MYT1L,DPM2,-0.1981359071010898
ge_npc,70074,BCL11A,OGFOD2,-0.19828653301235846
ge_npc,70075,KDM5B,ZNF16,-0.19830690389287708
ge_npc,70076,BCL11A,AC139769.2,-0.1984592579013873
ge_npc,70077,KMT2A,MAN2A1,-0.19848726771873432
ge_npc,70078,KMT2A,AL359706.1,-0.19857392502747134
ge_npc,70079,BCL11A,PGAM2,-0.19865725428910547
ge_npc,70080,MYT1L,B9D1,-0.19866313837348704
ge_npc,70081,BCL11A,LAMTOR1,-0.19869462807925461
ge_npc,70082,MYT1L,U2AF1,-0.19883247985244162
ge_npc,70083,KDM5B,CX3CL1,-0.19890466775420418
ge_npc,70084,KMT2A,AC008050.1,-0.19917403804552852
ge_npc,70085,KDM5B,ENTPD5,-0.19926041527708171
ge_npc,70086,KDM5B,AC007773.1,-0.1993942509235726
ge_npc,70087,ASH1L,DPM3,-0.19949719187974274
ge_npc,70088,KMT2A,AC005697.2,-0.19951428677147467
ge_npc,70089,KMT2A,EGLN3,-0.19956819967681855
ge_npc,70090,ASH1L,UBAC1,-0.19962148932131465
ge_npc,70091,ASH1L,RBM7,-0.19992413195936667
ge_npc,70092,KMT2A,LAYN,-0.20012987050928202
ge_npc,70093,MYT1L,DAZL,-0.20033382231355512
ge_npc,70094,BCL11A,MFSD4A,-0.20044258068430384
ge_npc,70095,KMT2A,TSPAN1,-0.20046479686056887
ge_npc,70096,MYT1L,TEN1,-0.20048057280341441
ge_npc,70097,KDM5B,CTHRC1,-0.20049512130229163
ge_npc,70098,ASH1L,ITGA3,-0.20059070099038986
ge_npc,70099,KDM5B,BRICD5,-0.2007708417385374
ge_npc,70100,KDM5B,AC144652.1,-0.20079749892549867
ge_npc,70101,BCL11A,LGALS3BP,-0.20085958930955877
ge_npc,70102,ASH1L,APBA3,-0.20086059423113495
ge_npc,70103,KDM5B,RPL36A,-0.20086475275762558
ge_npc,70104,KMT2A,NOP53-AS1,-0.2010284442334484
ge_npc,70105,KMT2A,STX17-AS1,-0.20115589593164604
ge_npc,70106,BCL11A,FOSL2,-0.20121325350355979
ge_npc,70107,KDM5B,UBXN11,-0.20132798691812248
ge_npc,70108,KMT2A,SLC26A6,-0.20132924333176216
ge_npc,70109,BCL11A,ZNF563,-0.20133360985643556
ge_npc,70110,KDM5B,CHRM5,-0.20140934927747325
ge_npc,70111,KMT2A,KREMEN1,-0.2015110483288634
ge_npc,70112,ASH1L,TMEM256-PLSCR3,-0.20164194793179008
ge_npc,70113,KMT2A,AC025265.2,-0.20170775190859055
ge_npc,70114,KMT2A,ITPA,-0.20173540086098912
ge_npc,70115,MYT1L,AC079174.2,-0.2017746846262428
ge_npc,70116,BCL11A,USP2-AS1,-0.20184125803001512
ge_npc,70117,KMT2A,TNK1,-0.2018479387257054
ge_npc,70118,BCL11A,BRPF1,-0.20185822527029904
ge_npc,70119,ASH1L,MYCL,-0.20186603610614537
ge_npc,70120,MYT1L,AC008758.4,-0.20188410432779608
ge_npc,70121,KDM5B,LINC01847,-0.20191574630062875
ge_npc,70122,ASH1L,VSNL1,-0.20199632185109717
ge_npc,70123,KMT2A,AC017074.1,-0.20213807684820614
ge_npc,70124,ASH1L,ROR1-AS1,-0.20226510941489928
ge_npc,70125,BCL11A,CRIP3,-0.2024644185901927
ge_npc,70126,KMT2A,MKRN3,-0.20301164997461915
ge_npc,70127,ASH1L,AL139300.2,-0.20310685004153362
ge_npc,70128,KDM5B,A3GALT2,-0.20322236069225955
ge_npc,70129,BCL11A,PP2D1,-0.2032305506769874
ge_npc,70130,KMT2A,AC022382.1,-0.20323321942485595
ge_npc,70131,BCL11A,AP5B1,-0.2032652656213028
ge_npc,70132,KMT2A,CYB561A3,-0.20329890575589607
ge_npc,70133,BCL11A,LIPT2,-0.20334263282038137
ge_npc,70134,KMT2A,AC013391.3,-0.20334783276484136
ge_npc,70135,KMT2A,CXCL13,-0.2033931273333811
ge_npc,70136,KMT2A,AC022274.1,-0.2035065204174398
ge_npc,70137,ASH1L,AC104794.2,-0.20358927719014214
ge_npc,70138,ASH1L,AL391645.1,-0.2036436120087709
ge_npc,70139,KMT2A,TEX46,-0.20369283203007257
ge_npc,70140,ASH1L,RGMB-AS1,-0.20371685643044393
ge_npc,70141,KMT2A,GPC5,-0.2038368517105476
ge_npc,70142,BCL11A,MAGEC3,-0.2039595770850831
ge_npc,70143,KMT2A,FAM209A,-0.2041469842071858
ge_npc,70144,KMT2A,CCDC110,-0.20425976368225998
ge_npc,70145,KMT2A,AL049557.1,-0.20434283582849372
ge_npc,70146,MYT1L,SYCP2,-0.204544621486112
ge_npc,70147,ASH1L,THSD7B,-0.20456652688792773
ge_npc,70148,ASH1L,AC024560.3,-0.2046770949153187
ge_npc,70149,KDM5B,AL606760.1,-0.20483365450772825
ge_npc,70150,ASH1L,MS4A5,-0.20495883764317166
ge_npc,70151,KDM5B,AL132780.1,-0.205000321229254
ge_npc,70152,ASH1L,NIPSNAP3B,-0.2050311897658402
ge_npc,70153,ASH1L,AL139352.1,-0.20514836536343695
ge_npc,70154,BCL11A,TBXA2R,-0.20525088746607867
ge_npc,70155,BCL11A,PYCARD,-0.20528347737800232
ge_npc,70156,ASH1L,AC005332.4,-0.2053497319098149
ge_npc,70157,BCL11A,FBXO4,-0.20552265892966987
ge_npc,70158,BCL11A,IL11RA,-0.20567282907963813
ge_npc,70159,BCL11A,ULBP2,-0.20572549953960276
ge_npc,70160,KMT2A,TMC1,-0.20582126341177417
ge_npc,70161,KMT2A,BBOX1,-0.20584438152444656
ge_npc,70162,KMT2A,DLGAP1-AS3,-0.2058668437608724
ge_npc,70163,ASH1L,MCAM,-0.20586928120022252
ge_npc,70164,KDM5B,AC124312.2,-0.20589754505801022
ge_npc,70165,BCL11A,AC006329.1,-0.20589863816048326
ge_npc,70166,KMT2A,DARS-AS1,-0.20597575998986808
ge_npc,70167,MYT1L,SNRPE,-0.20599740538737155
ge_npc,70168,ASH1L,AC007285.2,-0.2061807277130599
ge_npc,70169,KMT2A,AC108673.3,-0.20624410995991324
ge_npc,70170,KDM5B,SMC1B,-0.20647951148568244
ge_npc,70171,KMT2A,AC138956.2,-0.20657796951041363
ge_npc,70172,MYT1L,AC009139.2,-0.20660464880159157
ge_npc,70173,BCL11A,NIFK,-0.20673675357419957
ge_npc,70174,KDM5B,VSNL1,-0.20674878387636253
ge_npc,70175,ASH1L,MAFG-DT,-0.20704377745604224
ge_npc,70176,KMT2A,SEMA3F,-0.207088770089389
ge_npc,70177,BCL11A,AC110597.1,-0.207115882939874
ge_npc,70178,KDM5B,RRP1,-0.207216456514362
ge_npc,70179,KMT2A,ZNF597,-0.2072253523901871
ge_npc,70180,KMT2A,VAT1L,-0.20723368839263792
ge_npc,70181,BCL11A,PRR5-ARHGAP8,-0.2075664395406773
ge_npc,70182,BCL11A,COL18A1,-0.20757308983791944
ge_npc,70183,KDM5B,SIK1,-0.2076337643168088
ge_npc,70184,ASH1L,AP003392.4,-0.2076806869467456
ge_npc,70185,ASH1L,AL356489.2,-0.20770612107427452
ge_npc,70186,KDM5B,SPR,-0.2077309222941317
ge_npc,70187,ASH1L,LINC01242,-0.2078063327582748
ge_npc,70188,ASH1L,UNC13C,-0.2078155886291794
ge_npc,70189,KDM5B,ALPL,-0.20786955602235407
ge_npc,70190,ASH1L,LDB3,-0.20792029628478267
ge_npc,70191,KMT2A,AC234772.2,-0.207940036882704
ge_npc,70192,KDM5B,AC064871.1,-0.20803854153187104
ge_npc,70193,BCL11A,ZNF217,-0.20808013498387515
ge_npc,70194,MYT1L,IGFLR1,-0.20814525554370295
ge_npc,70195,BCL11A,GOLGA6L7,-0.2082214168068444
ge_npc,70196,ASH1L,ACVR1C,-0.20823699686921998
ge_npc,70197,KMT2A,SLC26A7,-0.2084266573107179
ge_npc,70198,KDM5B,KCNQ1,-0.20853869761694338
ge_npc,70199,BCL11A,AC005832.4,-0.20864335885307783
ge_npc,70200,KDM5B,AC007326.4,-0.20869157059461715
ge_npc,70201,KMT2A,VWC2L,-0.20872119945619777
ge_npc,70202,ASH1L,DLGAP1-AS2,-0.20873230240258783
ge_npc,70203,BCL11A,AL645568.1,-0.20874997951783958
ge_npc,70204,KMT2A,SNX22,-0.20887600316054553
ge_npc,70205,ASH1L,SLC39A8,-0.208974548025549
ge_npc,70206,BCL11A,ALG9,-0.20900637142112297
ge_npc,70207,KDM5B,NDRG1,-0.20909600016364613
ge_npc,70208,MYT1L,ZFPL1,-0.20912689519863423
ge_npc,70209,KMT2A,TRPC6,-0.20943050978743954
ge_npc,70210,ASH1L,PRXL2C,-0.20946488148215142
ge_npc,70211,KDM5B,MIS12,-0.20949302635951106
ge_npc,70212,KMT2A,MIR7-3HG,-0.20968114745698488
ge_npc,70213,BCL11A,LMO2,-0.20975711443270456
ge_npc,70214,BCL11A,IDH1-AS1,-0.2098557752061855
ge_npc,70215,KDM5B,AC022274.1,-0.20986936991296573
ge_npc,70216,ASH1L,LTV1,-0.2099048853220784
ge_npc,70217,KDM5B,AP002986.1,-0.20996702284441798
ge_npc,70218,KDM5B,AC104051.1,-0.2100455525548645
ge_npc,70219,MYT1L,C1ORF159,-0.21023953359590797
ge_npc,70220,KMT2A,AC026471.1,-0.2103065790772778
