cell_type,rank,Gene1,Gene2,EdgeWeight
ctx_ex,23443,ASH1L,RPS6KA5,3.4738406582575694
ctx_ex,23444,ASH1L,MTMR2,3.4734611680713012
ctx_ex,23445,ASH1L,GABPB1,3.4733911237944675
ctx_ex,23446,KMT2A,PRKRA,3.4732550320143725
ctx_ex,23447,MYT1L,WDR18,3.4730491295930217
ctx_ex,23448,MYT1L,NSMCE1,3.4730388998396933
ctx_ex,23449,BCL11A,ZBTB24,3.472991294248384
ctx_ex,23450,MYT1L,AC087500.1,3.4729063840251553
ctx_ex,23451,ASH1L,KNSTRN,3.472613018717242
ctx_ex,23452,KDM5B,CLIC1,3.47248908234061
ctx_ex,23453,KMT2A,NDUFS8,3.47233414657596
ctx_ex,23454,KDM5B,MAPKAPK5-AS1,3.471641286920382
ctx_ex,23455,KMT2A,BLOC1S2,3.4716305728179973
ctx_ex,23456,KDM5B,MYO1D,3.4711892069951373
ctx_ex,23457,KMT2A,NAE1,3.4711582840805892
ctx_ex,23458,BCL11A,PCF11,3.4707766281579717
ctx_ex,23459,ASH1L,SNW1,3.4706993208415597
ctx_ex,23460,BCL11A,STAT2,3.4705923879308624
ctx_ex,23461,BCL11A,DNAJC27,3.4703876077563613
ctx_ex,23462,BCL11A,VASP,3.4703856514405063
ctx_ex,23463,KDM5B,HDX,3.470311193036145
ctx_ex,23464,KDM5B,IFNAR1,3.4703066117307495
ctx_ex,23465,ASH1L,GTF3C2,3.470297661392285
ctx_ex,23466,KDM5B,RNF14,3.4702075183120344
ctx_ex,23467,KMT2A,MMP24,3.470187366861512
ctx_ex,23468,KMT2A,VHL,3.470042101209753
ctx_ex,23469,ASH1L,KIAA0556,3.4698579532194036
ctx_ex,23470,BCL11A,RETREG2,3.4693751810890077
ctx_ex,23471,BCL11A,CFAP36,3.469265270169172
ctx_ex,23472,BCL11A,RABL2B,3.4690825961990837
ctx_ex,23473,ASH1L,FBXW8,3.4690335450444936
ctx_ex,23474,KMT2A,SNX32,3.4688157109585553
ctx_ex,23475,ASH1L,LARP4,3.4688152218326156
ctx_ex,23476,MYT1L,KLC4,3.4687635566391624
ctx_ex,23477,ASH1L,CLSTN1,3.46870696897737
ctx_ex,23478,MYT1L,TRAPPC3,3.4686418606107368
ctx_ex,23479,BCL11A,TOB2,3.4684994491522345
ctx_ex,23480,KDM5B,DENND11,3.468437832736894
ctx_ex,23481,ASH1L,HOOK2,3.468111234425513
ctx_ex,23482,KMT2A,CLOCK,3.4679127236051497
ctx_ex,23483,BCL11A,GOT2,3.467561107590737
ctx_ex,23484,KDM5B,DNAJA3,3.467242963732015
ctx_ex,23485,KDM5B,MKRN1,3.4671415944804838
ctx_ex,23486,ASH1L,OSTC,3.467073337641814
ctx_ex,23487,KDM5B,FAM66D,3.4667601322691803
ctx_ex,23488,ASH1L,ATP5MC1,3.466733283099703
ctx_ex,23489,MYT1L,ZDHHC13,3.4666505191777515
ctx_ex,23490,KDM5B,OAZ2,3.4666270250624174
ctx_ex,23491,KDM5B,IQGAP2,3.466596078300807
ctx_ex,23492,MYT1L,GGCX,3.4665731553027896
ctx_ex,23493,ASH1L,AACS,3.466328397149351
ctx_ex,23494,KMT2A,AC004076.1,3.466163123748375
ctx_ex,23495,KDM5B,FAM91A1,3.4660153385934027
ctx_ex,23496,KMT2A,SNRPB,3.4659874344933703
ctx_ex,23497,KMT2A,VMA21,3.4658455267121995
ctx_ex,23498,MYT1L,SLC41A2,3.4656565373211996
ctx_ex,23499,BCL11A,UQCC3,3.4656087834972236
ctx_ex,23500,MYT1L,MAP3K4,3.4652669499880204
ctx_ex,23501,ASH1L,PDK3,3.4652529582699336
ctx_ex,23502,KDM5B,RCAN1,3.4649208393634305
ctx_ex,23503,KMT2A,SKIL,3.4646287364904347
ctx_ex,23504,MYT1L,ZSWIM8,3.464495203362747
ctx_ex,23505,ASH1L,AGAP4,3.464357011814148
ctx_ex,23506,KDM5B,PRMT1,3.4643534000647884
ctx_ex,23507,MYT1L,TAF4,3.4641903759530677
ctx_ex,23508,BCL11A,IVNS1ABP,3.4639404924013744
ctx_ex,23509,KMT2A,WDR12,3.4638677872276507
ctx_ex,23510,ASH1L,SMIM12,3.46379094954705
ctx_ex,23511,ASH1L,RAD23A,3.4636164783305805
ctx_ex,23512,KMT2A,NMD3,3.46357817142018
ctx_ex,23513,ASH1L,PPP2R2A,3.4635541218994783
ctx_ex,23514,BCL11A,AC044781.1,3.4632538100300185
ctx_ex,23515,KMT2A,NBR1,3.4630456905735882
ctx_ex,23516,ASH1L,DYNLL2,3.4628494297301047
ctx_ex,23517,MYT1L,AC099850.1,3.462556445261969
ctx_ex,23518,MYT1L,CHTF8,3.462494132460868
ctx_ex,23519,KDM5B,RNF8,3.462316366753573
ctx_ex,23520,MYT1L,GTF3C1,3.4620723662236816
ctx_ex,23521,BCL11A,RNF41,3.462008631626969
ctx_ex,23522,MYT1L,WDSUB1,3.4614287994254247
ctx_ex,23523,MYT1L,AC104123.1,3.4610628858198127
ctx_ex,23524,MYT1L,CNTNAP3B,3.460602724745403
ctx_ex,23525,BCL11A,ANKMY1,3.4604940895274545
ctx_ex,23526,ASH1L,MRNIP,3.460473771464565
ctx_ex,23527,KDM5B,SNAP23,3.460319100661558
ctx_ex,23528,ASH1L,PRPF18,3.4603056318485255
ctx_ex,23529,MYT1L,AL021453.1,3.4601101930240987
ctx_ex,23530,BCL11A,SELENOO,3.45987913502582
ctx_ex,23531,KMT2A,THUMPD2,3.4597778656074554
ctx_ex,23532,ASH1L,MED1,3.45879604077442
ctx_ex,23533,BCL11A,S100A10,3.458716736236226
ctx_ex,23534,ASH1L,CCDC90B,3.4585024522922283
ctx_ex,23535,KDM5B,KIN,3.4583579397969997
ctx_ex,23536,BCL11A,LINC02389,3.4582026469666496
ctx_ex,23537,KDM5B,CD276,3.458129858235509
ctx_ex,23538,BCL11A,UCHL5,3.458058443584661
ctx_ex,23539,ASH1L,DAPK2,3.4575963227593665
ctx_ex,23540,KMT2A,SRD5A1,3.457250598463246
ctx_ex,23541,KMT2A,KCNJ6,3.4572140242596334
ctx_ex,23542,ASH1L,VPS13D,3.4570021068500076
ctx_ex,23543,BCL11A,ZNF346,3.4568462937071756
ctx_ex,23544,BCL11A,GAK,3.4567858668238585
ctx_ex,23545,KDM5B,TBC1D1,3.456762543718089
ctx_ex,23546,KMT2A,BAD,3.456728846750661
ctx_ex,23547,ASH1L,STAG3,3.4564392112704048
ctx_ex,23548,KDM5B,FGD6,3.456173012947579
ctx_ex,23549,KDM5B,ABCD2,3.4559369422145756
ctx_ex,23550,BCL11A,OSBPL11,3.455847468319624
ctx_ex,23551,ASH1L,PSMB3,3.4557559630499215
ctx_ex,23552,MYT1L,SLC20A1,3.4557019788258114
ctx_ex,23553,BCL11A,AL035413.1,3.455546626505396
ctx_ex,23554,KMT2A,COA3,3.4555151152082813
ctx_ex,23555,BCL11A,PLEKHG4B,3.4552274386611277
ctx_ex,23556,KMT2A,SENP2,3.455138150756819
ctx_ex,23557,KMT2A,MFSD14B,3.45512485286861
ctx_ex,23558,KDM5B,CCDC77,3.4546752763218853
ctx_ex,23559,MYT1L,ATP5F1D,3.4542513197833102
ctx_ex,23560,BCL11A,TRIB2,3.4541261051436307
ctx_ex,23561,KMT2A,ZXDC,3.4539353877167356
ctx_ex,23562,KMT2A,ZRANB1,3.453807190959166
ctx_ex,23563,MYT1L,INSIG2,3.4534221281380884
ctx_ex,23564,KMT2A,PIK3R3,3.453293523010873
ctx_ex,23565,BCL11A,NBPF9,3.4532253234839865
ctx_ex,23566,BCL11A,IMP3,3.45314599466581
ctx_ex,23567,MYT1L,SMC2,3.452793710405858
ctx_ex,23568,MYT1L,PACRGL,3.4523552080212165
ctx_ex,23569,BCL11A,NDEL1,3.452282523710471
